2025-06-27 13:56:50.907 | NEW RULE: {6n + 4}
2025-06-27 13:56:50.917 | NEW RULE: {2n + 0}
2025-06-27 13:56:50.917 | NEW RULE: {3n + 2}
2025-06-27 13:56:50.917 | NEW RULE: {9n + 4}
2025-06-27 13:56:50.917 | NEW RULE: {4n + 1}
2025-06-27 13:56:50.917 | NEW RULE: {16n + 3}
2025-06-27 13:56:50.917 | NEW RULE: {32n + 11}
2025-06-27 13:56:50.917 | NEW RULE: {32n + 23}
2025-06-27 13:56:50.917 | NEW RULE: {32n + 87}
2025-06-27 13:56:50.920 | Index |    Requirement    |    Transformation    
2025-06-27 13:56:50.920 | -------------------------------------------------
2025-06-27 13:56:50.921 |     0 | {1536n + 1024}    | {2n + 1}            |1024.768.1.1
2025-06-27 13:56:50.921 |     1 | {512n + 0}        | {1n + 0}            |0.512.1.0
2025-06-27 13:56:50.921 |     2 | {768n + 512}      | {2n + 1}            |512.384.1.1
2025-06-27 13:56:50.921 |     3 | {1152n + 1024}    | {4n + 3}            |1024.288.1.3
2025-06-27 13:56:50.921 |     4 | {256n + 0}        | {1n + 0}            |0.256.1.0
2025-06-27 13:56:50.921 |     5 | {384n + 256}      | {2n + 1}            |256.192.1.1
2025-06-27 13:56:50.921 |     6 | {576n + 512}      | {4n + 3}            |512.144.1.3
2025-06-27 13:56:50.922 |     7 | {256n + 170}      | {2n + 1}            |170.128.1.1
2025-06-27 13:56:50.922 |     8 | {256n + 168}      | {2n + 1}            |168.128.1.1
2025-06-27 13:56:50.922 |     9 | {128n + 0}        | {1n + 0}            |0.128.1.0
2025-06-27 13:56:50.922 |    10 | {864n + 832}      | {8n + 7}            |832.108.1.7
2025-06-27 13:56:50.922 |    11 | {192n + 128}      | {2n + 1}            |128.96.1.1
2025-06-27 13:56:50.922 |    12 | {256n + 80}       | {3n + 1}            |80.256.3.1
2025-06-27 13:56:50.922 |    13 | {256n + 85}       | {3n + 1}            |85.256.3.1
2025-06-27 13:56:50.922 |    14 | {256n + 168}      | {3n + 2}            |168.256.3.2
2025-06-27 13:56:50.922 |    15 | {256n + 170}      | {3n + 2}            |170.256.3.2
2025-06-27 13:56:50.922 |    16 | {256n + 160}      | {3n + 2}            |160.256.3.2
2025-06-27 13:56:50.922 |    17 | {256n + 84}       | {3n + 1}            |84.256.3.1
2025-06-27 13:56:50.922 |    18 | {256n + 64}       | {3n + 1}            |64.256.3.1
2025-06-27 13:56:50.922 |    19 | {288n + 256}      | {4n + 3}            |256.72.1.3
2025-06-27 13:56:50.922 |    20 | {128n + 85}       | {2n + 1}            |85.64.1.1
2025-06-27 13:56:50.922 |    21 | {128n + 84}       | {2n + 1}            |84.64.1.1
2025-06-27 13:56:50.922 |    22 | {64n + 0}         | {1n + 0}            |0.64.1.0
2025-06-27 13:56:50.922 |    23 | {432n + 416}      | {8n + 7}            |416.54.1.7
2025-06-27 13:56:50.922 |    24 | {192n + 170}      | {4n + 3}            |170.48.1.3
2025-06-27 13:56:50.922 |    25 | {192n + 168}      | {4n + 3}            |168.48.1.3
2025-06-27 13:56:50.922 |    26 | {128n + 85}       | {3n + 2}            |85.128.3.2
2025-06-27 13:56:50.922 |    27 | {128n + 40}       | {3n + 1}            |40.128.3.1
2025-06-27 13:56:50.922 |    28 | {128n + 84}       | {3n + 2}            |84.128.3.2
2025-06-27 13:56:50.922 |    29 | {128n + 42}       | {3n + 1}            |42.128.3.1
2025-06-27 13:56:50.922 |    30 | {128n + 80}       | {3n + 2}            |80.128.3.2
2025-06-27 13:56:50.922 |    31 | {128n + 32}       | {3n + 1}            |32.128.3.1
2025-06-27 13:56:50.922 |    32 | {648n + 640}      | {16n + 15}          |640.81.2.15
2025-06-27 13:56:50.922 |    33 | {144n + 128}      | {4n + 3}            |128.36.1.3
2025-06-27 13:56:50.922 |    34 | {64n + 42}        | {2n + 1}            |42.32.1.1
2025-06-27 13:56:50.922 |    35 | {32n + 0}         | {1n + 0}            |0.32.1.0
2025-06-27 13:56:50.922 |    36 | {216n + 208}      | {8n + 7}            |208.27.1.7
2025-06-27 13:56:50.922 |    37 | {432n + 320}      | {16n + 11}          |320.27.1.11
2025-06-27 13:56:50.922 |    38 | {96n + 85}        | {4n + 3}            |85.24.1.3
2025-06-27 13:56:50.922 |    39 | {48n + 32}        | {2n + 1}            |32.24.1.1
2025-06-27 13:56:50.922 |    40 | {96n + 84}        | {4n + 3}            |84.24.1.3
2025-06-27 13:56:50.922 |    41 | {128n + 113}      | {6n + 5}            |113.64.3.5
2025-06-27 13:56:50.922 |    42 | {128n + 24}       | {6n + 1}            |24.64.3.1
2025-06-27 13:56:50.922 |    43 | {128n + 70}       | {6n + 3}            |70.64.3.3
2025-06-27 13:56:50.922 |    44 | {128n + 26}       | {6n + 1}            |26.64.3.1
2025-06-27 13:56:50.922 |    45 | {128n + 69}       | {6n + 3}            |69.64.3.3
2025-06-27 13:56:50.922 |    46 | {128n + 68}       | {6n + 3}            |68.64.3.3
2025-06-27 13:56:50.922 |    47 | {64n + 40}        | {3n + 2}            |40.64.3.2
2025-06-27 13:56:50.922 |    48 | {64n + 21}        | {3n + 1}            |21.64.3.1
2025-06-27 13:56:50.922 |    49 | {64n + 20}        | {3n + 1}            |20.64.3.1
2025-06-27 13:56:50.922 |    50 | {64n + 42}        | {3n + 2}            |42.64.3.2
2025-06-27 13:56:50.922 |    51 | {64n + 16}        | {3n + 1}            |16.64.3.1
2025-06-27 13:56:50.922 |    52 | {324n + 320}      | {16n + 15}          |320.81.4.15
2025-06-27 13:56:50.922 |    53 | {72n + 64}        | {4n + 3}            |64.18.1.3
2025-06-27 13:56:50.922 |    54 | {144n + 138}      | {8n + 7}            |138.18.1.7
2025-06-27 13:56:50.922 |    55 | {32n + 21}        | {2n + 1}            |21.16.1.1
2025-06-27 13:56:50.922 |    56 | {16n + 0}         | {1n + 0}            |0.16.1.0
2025-06-27 13:56:50.923 |    57 | {486n + 484}      | {32n + 31}          |484.243.16.31
2025-06-27 13:56:50.923 |    58 | {128n + 68}       | {9n + 5}            |68.128.9.5
2025-06-27 13:56:50.923 |    59 | {128n + 113}      | {9n + 8}            |113.128.9.8
2025-06-27 13:56:50.923 |    60 | {128n + 24}       | {9n + 2}            |24.128.9.2
2025-06-27 13:56:50.923 |    61 | {128n + 70}       | {9n + 5}            |70.128.9.5
2025-06-27 13:56:50.923 |    62 | {128n + 10}       | {9n + 1}            |10.128.9.1
